video_id;category_id
NBgNCDF4lG8;10
c7cYON3uVZo;24
DfSLEBm9WHI;10
KXPFrjp3yF0;27
IdyXKJ8NcNI;22
_fjfo256p6s;10
xfmipNU4Odc;15
j28Gt5_Mlo8;19
JuUi12XbalE;2
XQ0sKCp_NZA;24
fzCct3j-pH8;10
jHvSF0njyvc;25
7HGCE6-LMBg;1
9flG5EqRPSc;24
ERBEwrn4f7Q;24
oddXT5uaRb8;10
XIxZLrruFpg;24
GKbjOWPbBwk;25
Oc27GxSD_bI;27
DCcA4FyWeXI;20
pKkZjjhPCQM;1
3tjHS7JRB4c;23
X9QiHlEC22U;1
qVWzDX5NrhQ;24
Em9EI37Yy9g;17
ph2RlcltYdM;26
9Ktmmjt8Tq4;24
gmp6AGFPhzY;24
SpdgahDp2Wg;2
LaMxS5-4U-c;10
ZB7_1CoKntI;23
yz7Xq3T0YPs;24
h-h5Mhlt6O0;28
IkV5VpEROW0;22
pXxA_8C3HHQ;28
8WbxbqwdWog;22
al2l6YLt7cg;10
kjC1zmZo30U;24
3L_a9HxXzS0;10
3ATQvgkXT9E;10
hHFuZVGpBC0;28
LqSkYMmyUWU;1
pmS2oJQ8SIs;17
tcaw6lzYt1Q;10
UelDrZ1aFeY;10
Mmkf4zYlW4E;24
UH0nTHb6OdY;24
jxWJLs7_doc;22
eOQpjvnm4ME;24
DIU3xPdhCBI;10
jDC_QZAFxKI;26
x3zQELlrY6A;22
jWkOwC7vMb4;1
VoYLwjHSQAo;22
NBOT5jigRy4;23
dqr-AT5HvyM;26
dWLDoQ0Kus8;22
sJGgV3p8JzY;10
bkwLxcfcKTY;26
tG-IGNvfrg8;17
o3Fam8LqZjA;17
tPtMP_NAMz0;23
7wDUrQAaYsM;10
JZoO1Ftj-bM;1
Wz_YwUpNOcw;10
kxkrdLI6e6M;24
1KG8Qha7uXw;23
UmFS7No3t8Y;23
Ja_GMU7-sjs;28
3g246c6Bv58;27
kce9FMxx-04;24
1eS_17CG9sk;22
rTMgDNpXPto;19
ya6CQrFacIY;10
UaAHl_m_ybk;10
EJu_wPGFTw0;17
GjDK_6NtYGQ;26
1cUUfMeOijg;27
6sHIq41sI-w;10
wOFuVNiAJQQ;27
kzFHjyysXr0;23
CziHrYYSyPc;24
ZAD3JJvMWjA;24
H0uvmD8CSxs;25
YXTzMOmmEfE;10
zxUwbflE1SY;24
tblXEAKO6KA;10
mbsSCJEP7oo;10
a2bjPDkFR40;24
Jb3xzXyNh8I;20
kMRe5A215xs;10
Su6KVN33Bew;24
DkeiKbqa02g;10
hOulcmOHCIQ;24
l8B5dqjsZUs;1
3qYt_fXdaXY;24
DV1OqgHb3jc;26
UTNnhZqTY5c;17
goIXAFdlcUw;26
CP23fL52Bes;24
-pOSRBAqUdM;17
JR4oPuV3CWg;23
sWVUjFXV9Yg;26
25Uouf_9DUk;22
csCCdQLqcVY;24
YGOesyoKLI4;17
Y_BgapvcZO0;20
hTFdtso911s;24
rIh1NW7afo4;17
B4mK5OElAFQ;1
wIimU5-UEPc;10
p6cInZvsPPI;22
IgEcA4RT3tw;24
iyeWTFLzNZ4;22
8PRrH-1kuwY;28
WIp-QvvbsEw;27
Vp40y-048MA;17
INHVfx05Sy8;24
FHZktpgVW7w;24
bcPTiiiYDs8;27
sUAQS-xDtYs;24
n1PrGpIekYY;10
nfbwPTsowEA;24
n1WpP7iowLc;10
1zNr8Pf1QkY;25
XP32nDUMYS8;10
apJaKRqX9cI;23
FntZKz9fXp8;24
pwCuWyq0fHQ;20
i04pYZGDHIc;26
9PhM-zCmTFs;15
uNOJaKrNhc8;25
rQEqKZ7CJlk;28
RrhSJzM8NLE;10
3eY394uqk9Q;23
sJzWZ1yXpek;24
DuTnYi_HW2o;28
L29S0JPOrV0;26
XKl8Wg25DrM;24
uNuOS-qwM0Q;10
Cd2Ue_xw1oo;24
kZLBVi_0ENU;10
B3JFSL8AA70;22
JyG5hdbQpDM;26
pkJtiVCMXVg;24
8NHA23f7LvU;24
CtBca6H6Teg;1
paNVYGfGrqI;25
P4YJwy_T9pM;22
30UjfElERlc;25
URfbzdgxFmE;24
k2p9gsjcfQY;24
Wen6VQS6NG4;28
amtC28yfYCM;23
F4qfN5UeFvQ;10
Z3OZyb2iWqQ;24
6fyE0B430Rc;26
Tp_hNsBjXQA;23
N1ikySurAP0;23
Bzu4G8uZs-4;10
3nwwX-DEH1M;19
BOhylL90UVQ;10
TzQe4sqjZT8;1
MZlakv7Gq3w;17
CPjWgk0UXps;24
M4vnmgZLA8s;10
PliRMGvytnA;24
tJFk9dPdxO0;24
vZzIS17HexE;24
Rhnp3tMFaS0;22
71X7a8eu73k;28
XaKDp3ijSx0;23
-xxfT301Ii8;22
Kn5UgGQukYQ;1
Eel8QDRlIGA;24
YYLzss58CLs;25
-kxPDAiuijo;23
z2kEKZ6jyQQ;10
95Rzsn-zjr0;10
geeTiovdXLQ;27
lpkRFHSpvGI;24
uxSAnJsb-SI;25
M79o2UejYKo;26
Lz7dya576HY;26
FvedKSaHCBQ;24
eV6yLbWCMDU;22
949vJMp0v40;10
_JY-latu82Q;24
FvLdEZ3mg54;24
ARA0AxrnHdM;28
l1DTeah8YAs;26
MsQb18nU2hA;24
hsLcTO2a0Ec;1
h5CLO2n6OxQ;24
2UPIKvHp_m8;25
gImQUUb8cU4;22
8bqvu8eFZss;24
ck2ClsAoN8w;22
fO_zejwc054;24
gHZ1Qz0KiKM;28
3RlbqOl_4NA;25
hgtR0o6OjjU;17
HaRpFCEWLE0;10
RFHH8bSdLr8;26
9KIP-Ncp2jU;22
cpvoCLX8agc;17
ztLELdQDadE;25
_EvMYEfF_hQ;24
oCAbvclXL6I;24
KB4_WIPE7vo;28
An6cskMsG7c;25
TSiwIl_aLT8;24
l9nGCJlDclQ;24
IYyjBXDyYLo;24
Q1JiptOTxno;24
b3KFfgoDzw8;25
4vl8-5udtII;28
Ff7wbSwTuEk;23
pojXEFDFMw8;24
Zvg6b6q1s-Y;17
a_u7g5BlfiY;20
X6h2BE8-w0M;23
rEzEGto67Jw;25
pgkaAzDMEYA;23
ol_ieWX8SxE;2
mMzKvVtrC6U;24
EU-eQpCqBXQ;23
ip1FhJhM7vg;10
SCq8n_hOcN8;10
TdjAJeUy0zM;28
HfIgfy0HJHU;24
qDDNcyOhqCI;24
M3W0ELaAOIg;22
u7KZrt_cHH0;1
SWeEeugBQ6w;24
AHIrklVaooQ;24
dkD1l8iKedE;22
Y6eKxjMA9ek;24
0bSE-rh7jFg;23
yq4mgb1PDTI;2
L2TLzPgqGdI;25
9i3GtPIS0-4;2
Yz_VzJ4_OOo;24
WAuSHwVwvzk;10
NBSAQenU2Bk;1
wuEKwkTqdw4;25
s4kX4R6T9ms;26
d380meD0W0M;24
0vKkwJwL77Y;1
IKomhXgz6Io;22
8oKl_qDJHt4;24
qNl4-y6q5rc;25
E579ABhzXwo;26
ElPJr_tKkO4;24
ZoYVZmKSYFg;15
ceXPzJ0fZNs;23
uexk7jWXYmU;10
CPy0-J6pxKI;10
cQp_C_Zrc3U;24
k6NTcNFjVjE;17
v2OTO6UEVAo;25
arv7U6cfD40;23
ys6KVWA4okw;24
9L4-DV1nVek;1
T_o9bDu_srU;10
kXeJFEN4tps;24
HMvx0NbQ-Y0;17
iDXlWTRyxgE;24
H9wMNxbQM-4;24
yKVAhDbSito;26
3ToRIUoXmIw;24
pEN_htHtt_c;15
0nybdPCuvRI;17
OlGvjhLZDS8;25
-YRlVB6Qgug;24
YqC5loCFMtk;26
iDN7xlv3xxM;24
nshmwFK3yd8;24
894X4nV9Mys;24
eep4_0JaaG8;23
k1cA-Wh3Tc0;28
U1RASlbIIVc;28
VVxQ9HC2aeY;26
9U2kr_QfhoQ;2
LFhT6H6pRWg;22
iNsTzqwwioY;27
QME3eyBXqpU;26
lHG6I6Ec4yA;1
fKrrlVdFFrw;27
44W9qstI8H8;10
RBbkCEHBw_I;26
6NAISxSPVSQ;24
mHL8xhktzDc;10
HoSWvxeBiWc;17
K_XXXDPODmw;22
T8jBIVi6rrM;23
hlrvK4xnLKA;26
Hvysy11716g;27
Q-KsToawMJE;10
Pc1Obe1BWhc;29
cMD63TwzB1o;10
KWDUojLbxn4;24
avDL9JRcmgs;22
f13X2hLYAhk;19
PH3lTEhNkUk;24
m1sdAmSq4vs;20
fJe0cmOvM94;24
hYc95vB-nT4;10
26ZX7NbOhks;20
43hsIO_Jxtg;24
iLZSB-5Dyf8;24
B7AjF4of300;17
hLgIghY-FGc;15
KVit4vSAMsk;17
ASNA5kkMQ20;26
enH3xA4mYcY;1
mDRifR9HdK8;15
YJcergNiMDQ;20
asu37n6sEBY;10
0aFhzGEBQlk;28
XOxB-WE3R7U;23
J_QGZspO4gg;10
0ufNmUyf2co;26
Ji_4dH_FXzw;17
NKin_i1pcFA;2
i2ZHwnKVXK0;23
qS6LoRYUdhw;28
zg5lIBmmeRc;25
rDGt6F3xTcw;2
Ucjgl-4s2nw;24
QQ_3S-IQm38;10
GABCneYEE84;1
aJrCQypP4a0;24
AixWaRt1ulk;23
Vfugwq2uoa0;24
VFnXRntc9XA;10
rgyPpsX2B0g;25
cZxOvNxbi7U;27
PitmObjGur4;17
r81egea0QPo;1
SagsqxiVStM;1
kNg_RFDYpTw;26
S2Cq_TpNXoQ;28
s7wLPGmnahE;24
ENr6CXm1YxU;10
lVudO9x8fbQ;10
FHl0nIdbiLA;23
Y26pMy4jf8U;24
m2i_SLAQPpU;24
Wg-HTE1WbeI;24
0doVNhCyoA4;25
48cc5nvsZ_c;1
BPmgDhwbd1w;28
NNeJR14kgTY;28
5DpvCOebmo4;24
t50M1CM7E8s;26
k0BqqEMobcY;17
qQYou9xSKys;24
eHEwkvFFBII;17
4YFo4bdMO8Q;10
3AV1GuBI-0Q;17
zaPsZVFAzH0;17
3Zew8pLSlwQ;17
e9XbKS9xWD0;10
0TNVthqZ3uc;24
dhF3Y7esoWM;10
goR0ki9OUts;24
OVnxBcS5qWo;20
y0PMqR7IbAQ;10
oiAe-vck-sc;22
KWXvMicCzm0;24
ETabBP9tUD4;23
yMf3dvNzXbU;23
w6rzRBHy1tk;24
aFuA50H9uek;28
fHZe0PJf8HA;26
41d9Bd7m8js;23
0umuSm2WA9g;25
BWp5WAFGV60;28
GZeza5xTeuM;10
aNpl8EsTR94;17
CrUETaziY_0;24
KXRYlfjlFLk;23
d8GHT9nK66Y;10
STVXHhTdjW4;22
-NcG4L0pwvE;26
D3uvvA7dyoI;24
yXLo4iOb3GU;22
M9VqmPX8m2k;1
K5BoE8eBzoI;27
2h0bkuWzQeU;10
qN1_nEdly7I;24
HSezK15Ewdo;26
c835XURBeLQ;24
28_tNFnMrTk;22
HyNJ3UrGk_I;24
qoPCbB_uGMw;25
qmYcbgJBv7s;24
Sqbv7cCM5AI;10
-su6If-bd4U;24
rdsABjAP8Yg;25
VUBxPuyUD7w;24
aYnyMPc3LQ4;1
d2sJNee7FQ4;24
ElmsIGT85tI;10
2pVHOaT9CZ4;24
ta6sV6WrElE;24
GLrSJJRKrDU;27
FA2k2U_pEcw;24
aEM2kOrrNJI;10
XPrHD-7jjUs;25
rNYduKIyEvA;10
DVAMKnfrQBk;25
Xqy62kBAiLk;24
QcFZLREWnBU;10
Uh5y9hDHq9I;22
0-M5C7sQdGI;17
YvfYK0EEhK4;23
tN8o_E_f9FQ;1
hN8mNXa3ICo;26
H4NjcO2GAMU;22
PRHVfIbeGpQ;25
Nl0iGMkxwcc;22
WS7f5xpGYn8;10
NwhkN7Y0WM0;19
gPtU_-N6dMg;20
4OdLgsZOM14;20
tw6pCt1yeJE;24
iBy6XRHPODQ;24
nkXGohB02V0;15
bNJOpnztYgg;24
nUDX6OCXEyc;15
0fepqIO57f8;28
lYEj9snU838;25
8h7cnLWQKtM;26
OPbtnEXZ1H0;24
1HBvOZlvj_w;17
rRhzbPW3gzw;17
i47zrx24dpY;24
pwj_SZHqiSc;24
QPn3lUhzaqM;24
_hTTvO50QTs;25
FvY3Q1pQ8m4;17
CNBGEWRdeIM;26
DOEgxMcRm1c;17
NaY91YjVbEM;23
YXNeKeROiXA;25
No35-c4zXjo;23
UPFo1B81hKM;24
9Z26NYFJizI;27
cJ1zhq3yNBM;24
yxFdue1dCtE;17
Yp5R84V1bDU;24
nIPt7dJrSXw;26
GZMrivD2Aok;24
lb0Ymam2Za0;23
NA5vT1LooXk;20
GJjQl1q_jtE;17
SCPkXjwSWCY;26
mpnshdmtE2Y;26
PLTC0h013S0;25
-z2EqJTyAiU;1
LALQsqZP1nA;28
GSe7TFm1lBk;17
ZzGqFF1IXgc;22
o7iL2KzDh38;10
fIElFIuzGLI;26
T7H7uH2t854;24
RUbWdNGaYEg;25
5km8U9K-WLw;25
oRF2-ZloSqg;17
4NOIj0Munk0;25
hQA0oWZpgAQ;24
zLDR4HJfheA;20
WYgBU1U8h8E;22
iM4lgtCFMGw;17
Kap77SLzVyI;26
PUqi2P0ry6Y;24
BfbIoUMdKZ0;10
czBa9nbvGNA;23
9WwKW2wIU-k;25
xArN1yUcXXc;24
CP5Ro3oy-ec;24
EaC6LTIxBrA;17
W0Anp0wmXek;19
pn6azlyHzuU;24
GEB2f5dpFXs;23
gNvNMWiMxUE;23
SphTGtDlhHw;10
BOZngVYS04s;23
hXz4LdA-BRI;24
4B7vs7tPRpQ;26
bRlXatOvsZU;10
f45Va7jMSx4;22
P6K9Y6FWo74;23
NP9HAYTK1cU;23
dcipHnWcB0w;24
iEHB_opjO0k;22
a30wbmGT3R4;24
_6lGaYh71g4;19
kfOeQj7HsCE;24
NgloGi5xEa8;24
aHsfKnrNCG4;10
N2MHDzMcGpg;10
R39-E3uG5J0;22
s1yurGsRM_s;24
1qIj0m7-sHI;17
PkIKCdT-f6o;22
36PDeN9NRZ0;1
LUuJl490BL0;25
Kk4gQ3mVI4s;25
_JbpTEtGTz8;1
CahQhevkcCM;22
OkFdqqyI8y4;20
8gE6cek7F30;26
-txKpma65ZU;22
BVRvrvCQdmg;20
vvuj7-xspns;24
Qzgar1P6cn0;26
GZlCYNxt-Jk;24
VXFQWu55vO8;1
nlodY8nMw-A;23
RF-Mqs2qC-M;24
lsfzA7sWlOM;20
vXBfwgwT1nQ;28
OZhUjWMS0qg;22
NtFe5PM87BU;17
BC19fhyTG_M;10
tgGJhBTVCW0;24
YrlVffqU7sY;25
IJlXXvSFyUU;23
65MWN5yKU0A;26
1sqyuXCwcBA;23
RnaEqiVnad0;15
HNa_UWX51_s;10
SWUrl7FpkAo;24
Mjl4OReUX-c;22
36YFQTFzZwU;17
hkFYWyy9Jek;23
VMRIc4ayRlM;24
mNKwe9k55fs;1
3IaL0li-LWU;28
TI5bEf-BULU;24
7FceZB6qMiA;17
Y1n8F4uClUU;2
dnA3Cd5xG5A;26
c8ngetsBSGk;24
SggkMHx4GhQ;1
bPj2fbz0ZgA;24
Csnsq9f_ZkQ;1
i1AHCaokqhg;20
9bAiXJoNdy0;23
3XIV3mfc8S0;17
lH4WpBbX0oE;1
54Eae2ewc1c;10
zfeN12n3fxk;26
WemDKlmMAIs;1
6Detw08jRhs;22
fZB-ptAnoQc;10
Ml9v3wHLuWI;24
-TQpVg4vcrk;23
fLwKs5yslSU;23
6ZJghIk7_VA;28
AFbu21AGSho;15
R9YYmoJjBxI;23
mSVkk9lLv1Y;23
dd3XfA4NVcQ;17
3BHcVPSD4p0;25
15nf2EBBNu0;28
yEWb6bsd5lo;10
wqsu0vtxQWY;24
xhBMUFDdiok;10
qxbS8qbBL0c;10
wjdXv3bOtqc;10
QJb9-ri3cLs;20
IeTTfquV0iE;10
oDYoV8-9v10;27
L5hl45NIAhc;17
B1Kitc6cMXw;19
U9w-yE3SvkY;24
x8DegXNFOns;15
MQSRmx9zS64;24
qhuKvMRqsk8;24
_GPFA89Vilg;22
2lyQj9M2MhY;24
0DpCDxoj_Xg;24
c0bsKc4tiuY;22
QWz3auJ78ik;10
mCx26FLXWuI;17
4iN6uiOsCr0;10
_h9EEni5rks;24
TmzVBGf6uKk;24
RumNBu_KJjk;24
nlHkUuWxDks;24
p8brfJAULgc;24
uUCdUCxTjyI;10
1emNguW5xAA;27
XUIwpXq_jBo;26
5-l84AgchWA;26
2MxAwOC_o5w;24
PUcS24GuAog;26
HDx7dI1D1zE;24
XrDlDj9DfZs;24
Q48VduIflPk;10
bcHh116rcV0;23
OR2qX1oQd2g;10
cX-X_UFUyYE;15
9iM7W1Dvl6Q;24
ALXiloyym0M;26
BGk6_KEFtLE;28
vOKOamXsXYE;10
AcZBI8UaMso;17
vXi-FfoJsxQ;22
dDBAhxHUkFw;22
leFNoUJmJ9o;22
cosN6ilQ5u0;26
m6lY1GXTu5M;23
nzPcwk6O1Ks;24
2XQPTtTv_O4;27
jO7Ysq0m050;24
mSatYnXyXq8;22
uSDRtVGLcWc;10
hWLjYJ4BzvI;22
EWf7P3okX9s;20
SwOZ0Dg_IQs;24
T3-BzlYEhQA;17
VQhvtVJvcdg;24
EbbL8NhdTQE;1
M-7Eur0G17Y;22
r03V9OEJlgg;10
ao_CJr7-NR4;25
7YoMGxBa0bw;20
y7QjFRtt-sg;22
V5cOvyDpWfM;17
nzlazAyylw8;1
Q-oM2BQ8Jow;10
sd80ZipTMDE;26
LvC8VzCcI88;26
AJ2xkh-6tL4;25
yOZf7zIf6fM;24
9FVkXIj-wLQ;26
w9PkRku5srg;10
HF27coLl2-w;22
YsufMtUOXtI;23
UpvVb5pUEFQ;24
AcjX4z2_Z5c;10
THr_seahKUI;25
zuRd_Eneuk8;1
6VJYkH1WfKc;17
l_IFnDydIeQ;24
M0X3jVSVzao;10
7-7mW9daU5E;20
bMfcrZYOAnE;28
FhllRWReNEE;22
Q5KmA3Xbmqo;1
9m9oO84Q2fk;17
1sJHx2s4Pp4;10
_yThFcog0nA;26
Kpxn9nl02qg;24
0-7wMD5ISIs;22
GpbMbBNP-NI;26
uwbd0-gaoY8;22
lXfHgFRkOqE;23
AeVrH_3igzk;25
7I1H0ABg4oY;20
tn0hCTyj2Kc;20
ca3eYxZedD4;20
k5TqNsr6YuQ;10
Eyh1_XGHAnQ;25
aTgxG6LPh9w;23
SiDhj1Vq-uQ;27
uCNXhk4jFXY;17
cDZfh5IjGv8;28
z5WrgDzNIZ0;10
7IUWv-GmGQg;24
V69XYIRjKww;24
NLCfRHdi6Ig;17
W-FxnLAnlGg;17
sW5HaEsnuMI;28
2wJESCSvFU8;24
mEtJAblVxxU;24
6ZwXRnueOMg;15
BkpwPKZb_Zo;10
BQ31l1gPGKM;10
pTysrwci0pU;22
zxwfDlhJIpw;22
w7HJZPlJn_U;10
xIZYxqqpjJQ;24
aj_8zEqGh0M;1
jDvKFN6aYsE;24
4dpjhcQr0RM;10
KfD8nLAeMDQ;1
QRl9IO2ORGE;22
FfSXmbAGl8A;10
ANDqRchWuMc;24
Dan2YMDCpms;26
KzNK1-mH2Xw;24
e0hO5fTGwPY;25
olOdCkYIsrA;28
PLtyqLPx_8M;17
aD5dCMBeySA;22
HHOyg1oDeis;24
n6gD02uqx5Q;24
87YT_i8Eu5s;22
FmYMq9EHhdE;26
-zrJwYFJtZo;15
p6E9R9qv1No;10
wQFsKrYLd10;22
4eOq4xzaPsA;26
9reizHjwuNY;28
AOvCyD9bbDM;10
3oHhw_9bQk0;1
KkhR9z6pAMs;24
ilTHiqAmuX8;24
i63jWjoAWHE;23
MDIQBfdmusY;17
J0epg1oHGbM;10
uXNIeQjav80;24
mlJGtSg5oRw;22
TfHJJeiS-aI;24
C1fRIyBW4kk;24
S9Xg6iUxYXU;25
v0RrsWK4GlY;24
K0u_kAWLJOA;20
5YgluF8VTWg;25
nLXCutcsoKQ;24
IjKdDRfJGT8;26
jrkhLuroyzg;20
CUNq2_VjRn4;24
OTHHeIAYfuU;10
6_DgXvcfhYg;10
HbaQ9xnoMGQ;10
FMXdXCYvLQQ;28
Z2ttpo7c95s;25
ClM-MORjXQI;15
HTTpDGDAxtg;24
t3z_pdr6z8w;26
5VGxDEh3F0g;1
DJXUWLs6FI0;24
2iC9IGKIP50;24
SQsPvrev_bQ;27
MEcqo5fctxI;24
YlpXoQEqBWI;28
FO_Ox_dH0M8;27
Nr42pNrK5iU;26
Qcj15vHJTtk;24
CaE0JD1X12g;1
P4VipvC54W4;22
BfawmhUVXVo;24
FO6My1joJVc;24
z5JQMBcVFns;24
SEikcs2SbJA;25
vI4LHl4yFuo;28
5NaAwSpswJE;24
eaNCTyuvVrQ;26
KisKKE6zIk0;24
QXcbVHFE2bo;24
lHzclTp0-ZY;17
dPWg-A9tiRI;23
SwqUpegUT2Q;24
RQDphL2MVlM;26
UVNIEszp2UQ;24
g30Rhk82rmg;1
iIxy3JN3-jc;25
j1v2A5pyGlY;23
wamF2KUQKLA;24
iYGq_qc-hWY;24
NooW_RbfdWI;24
bvBNvAMeovw;24
eiDiKwbGfIY;10
-WRcZ9xHMuE;28
1J76wN0TPI4;24
yl2GaxVGUaI;10
Sbl4nCcO0qo;1
h3umdwK-oPs;24
ggpoZyF2lU0;24
IUmdcd_8Vwc;26
XxBr02E3C0k;23
Fmdb-KmlzD8;20
S91qCkeiu3U;17
7HIt7pA4WqY;15
JDmse8M-3-Y;24
VW2xRR75lKE;27
bOBL980Xsg4;24
ZOBvRs4btvE;10
oXE-ssvbhQA;22
wrvN87l3s08;10
3rVFuscWyC8;22
mebZJFd8_Vw;20
fkBYn3QkgpA;22
AVoe5SH_K8k;23
bCznvAkpwWs;1
hD3sd-9tcRI;24
pCteBhr4dGY;24
7BdizVgHf8I;24
4VDylTCCzOY;24
_yJq9SeGLhg;26
5deYJLWFplc;24
aoY0J5jSbTM;24
__1SjDrSMik;22
zGD3Qvb04gc;24
CRiBnM9l4N4;26
_6ViZ13mN9I;17
6Y65fxIRs8Q;20
KODzih-pYlU;22
Klr7j6LmBXY;25
BuFrAmdWveY;10
DI8JsP05k5Q;1
doFpACkiZ2Q;24
5IyiD8xv_Pk;15
JQBrUjPaCNw;26
J2kNt-PHayo;26
McRNSFGwqtY;22
n5IdKE3rhII;26
2rx8VHNG-DE;25
agGa4wRid2A;17
kKFNThEiilU;22
lVNt1sUWyDU;10
DMT7EnJ_Kp8;24
ciaSosapI5Q;28
mBbY2axJcWw;22
UwItKU4CxMQ;24
K6Zu3qKhON4;10
bgV4A0GGBnQ;17
515lLZS082U;24
dc89yyOS0Z8;24
8x7UtZKwfHA;28
Q1INhRBrwKM;2
k6fEpn_lzmw;24
8uArRFr7_YY;24
5PB2YzNddI8;10
XYl_Zr8nvBo;10
lOEI6hYZe6Y;25
duXW_wPTw0o;26
kjbimjCQYdY;24
gehzrQiwUyM;26
Ga7thDlGbs8;25
fOfIObhGMe0;17
a-4_6bThk2E;25
8OARiNiJ_w8;10
6340tX9M_eM;24
nNZrc_XvF30;10
AFZZNlog8sA;10
DIBw9dSVKdU;1
BsjQqm60ZEI;23
q-jZm-FUbqs;17
VwAnsAUYnw4;10
txHbh2PAeV4;23
KUXd7p_vd3w;24
VZsBRynPXHY;23
p03TIGqEc8o;10
sfweKCYOPFc;26
KIFiLnPHUoM;28
_t0LX_Of33U;10
PDELaG1YreU;20
zcEE8J2Bqa8;23
QQDL4stQCqo;1
AbEHRrq7xwU;10
HQYl0PBFI3M;26
aydY1eiGjgs;24
5iOhzJdDawE;24
ondQYFBvk6M;25
9S1Gc1nSXd4;10
wH-by1ydBTM;10
bI31WqFDxNs;1
gO7gWDnzV8g;24
Cy44KlXh6Co;10
5MtBgDVPtx0;24
sD_31GJmhUc;20
V6ElE2xs48c;24
9O5PhuW927w;28
Lok2EvthO-U;1
9DgrJ89Oo2w;1
R4EvoDEmqzY;24
pb7CBZ952zs;24
e4FApt6z55c;10
_6uvQtccJss;26
45tSUnisIos;15
A6owSHYjOiE;24
nBpxVdpMBZk;26
iWyQqwNAMdA;25
XGd1dq1BatM;10
jZoHuMwZwTk;24
FaxqVBYVOVU;20
cI5RYgvPHLU;1
o78x918zbFk;26
-8ZHXaGILlc;17
ir0G79oHXMc;10
WbOuZDPU7iI;26
zsbT6NMUrSk;25
flLc6LmAG6c;10
m3b7A5JLO7I;24
aeoeECXFksI;25
Yhea380bYp0;10
_I_D_8Z4sJE;10
S_5Q0lNmtFE;25
arY6lepNdzU;20
LqF3QRp3VCE;24
Nsw5HuVGdBI;10
wqS9QwOIH3s;26
bw_ob5GFi6I;10
X9VlCV1ZflQ;10
dI5IxmA19jw;28
4tKdWdBf0M0;28
y00fPzC-xiA;28
CH3aAnw7XeU;28
spUNpyF58BY;27
ajh-Gn-2wWo;25
9fKALFSxX_Q;26
L_u97PqWX6g;10
liczsmUSMA4;10
OImHUNVLlco;25
lJkXbzQPIkM;23
pO481doRObY;24
unX4FQqM6vI;24
os5mMTl3IBs;24
7s71D2kQrFE;24
dAgQsoPo-F0;25
RIAVKKzOocc;24
th2lhZ7VeVk;24
KOJnOCdBr4s;27
QopkF3p9nBk;17
2QMjAiy_2t8;24
Q2hqcPnIWiQ;25
fAIX12F6958;1
q8kLoRnzgLQ;24
Up09AUDzLVI;28
SGVbdo2CkgI;24
fNVUTgd4pio;10
64IIfxDrhJY;1
mKpW_rj0tuI;26
19QxOZU0zkQ;22
tE8pKjl9jgo;22
KUSc7aScV9w;10
5x1FAiIq_pQ;10
9YTQMPf3Z6o;17
eKwAib6LosM;10
1j_k5WCFShQ;22
wRNYoWFjmEc;22
p9RLCdyn_40;22
hB07EJhMBRs;28
6V_aZsATDsM;26
-QPdRfqTnt4;1
08vIy0y1N9I;23
q6xkWA0Qi98;23
l992Loe-qVc;26
kOnQocd799Y;1
rew7FoGy1Po;23
NHglTopVlKQ;10
pfM1F0fBTo8;20
J0jgpUIbMEo;26
GP0uH-PaE_E;26
5PR3Hn6cQ60;26
2b5C6Xp3pwA;24
XspEs1x9cPU;25
V1oBoGdrVTs;17
1KVBFtSuCm0;24
yawznhmT8x8;22
RFeQ_Ul1jB0;17
5QpnRjXtm1A;22
I8Umj580ls0;24
lsyXtbi9znw;24
2Nlo2ekTRvI;1
M-Rl_kUU4vk;26
FYaxa4r-fRw;15
WLagbArQsuE;10
fEhgT7G6ouQ;23
eQTcXGk9BRk;10
bweX9_u7S0Y;17
nk-_RJcWd4M;15
LE7QEIy-6NE;26
dx9mF1KJr0s;10
_PgMjA4x3rE;23
vyqCSzFZyXg;10
xOFdHUv0zrQ;24
8ETcciGbBss;25
I2kAkhboAn8;24
kUZlz6VbMCg;25
5TTdcyRi-nw;1
NhNJjvStrJM;24
J15vfXqnwWw;17
BP9HNVuGb-g;27
A-JtybJbVbA;1
i-LCORFB860;19
31OMf1H5Rk0;10
WmQR7X9SdeU;24
MIQKlHSD89E;15
vkHGedqmIPc;22
2fxqFJsvus4;24
r5g85U5lJso;10
shHTYg-rOAg;10
Y1IMfvF8aQ0;10
5cKQHtO6wyk;17
aZdkR_WhA5Q;23
v85VNXT0Euk;17
-GvVeT7pNT8;22
Padm4JItZPw;26
ERyfRmz0N-w;23
O5xqc3NcNVI;20
VVMCz04CmlA;24
7ej6uL4kjHM;17
8mhTWqWlQzU;22
GO_Jxa6dWyo;27
iN8zmmCRqUA;22
TnCa71iUVxA;10
MdBr8xh1mrg;1
l_v1h6Zoi-Q;22
QfNG-YJ3YmU;17
UImlvzT2hHQ;26
jhEBBGOD7es;17
xYShiXMGULE;29
h7MBKjAyBU4;17
08l0K3UyUXE;25
oo9JMSiI55M;24
woDDGmpV2KE;10
sZoZryCb0P0;10
8rQT3PWQoNI;26
f04asn4oe4Q;24
L_5_slz4ke4;25
xeCSGweXykQ;17
FchkqXEg0qs;20
F5F-gq2pyTk;22
ktafrbsKeZw;28
NqYDzyIUfh0;17
FQUmz9QxtFc;23
R8hccXRk3MI;24
